title,text
民法典分编草案提请审议 这些亮点要关注,六个分编草案为物权编、合同编、人格权编、婚姻家庭编、继承编以及侵权责任编，共计1034项条款。
A winning hand? 一手好牌,如果你有一手好牌（have a winning hand），你很可能会胜出。
苹果、谷歌等一流企业不再需要大学文凭做敲门砖,在名校学历满天飞的现代社会，纵使有名牌大学学位也不一定能被顶尖公司录用，然而近年来，一些全球知名公司却大胆弃用大学文凭这一录用条件，其中就包括苹果、IBM、谷歌等薪水最高的一流企业。
Calendars  日历,月份源自月亮，年份源自太阳。对于最早的人来说，时间明显是循环的。
这10种食物的发源地让你意想不到,羊角面包来自法国，黑森林蛋糕来自黑森林，咖喱鸡来自印度，披萨来自意大利，德国泡菜来自德国。真相果真如此吗？
五个英语表达说“分开结账”,“AA制”用英语怎么说？戳图，学习用五个英语表达说“分开结账”。
你月光的原因找到了！一半工资都送给了房租中介……,最近，一些大城市房租节节攀升，刺痛了不少租房者的神经，一些月入过万的人，都自嘲“在贫困的边缘试探”。
一周热词榜（8.18-24）,本周热词：无人时代、性别平等教育、共享保姆，网民规模等。
每日新闻播报（August 24）,今日播报内容：'生活大爆炸'明年将剧终；特朗普两心腹同日认罪；哈里夫妇做客友人别墅；新西兰部长骑车赴产房
父母不会英文怎么出国旅游？这位女儿的做法获赞,如果你的父母要出国玩，但他们不会英语，而你又无法同行，你会怎么办？可以学学这个姑娘的做法！
“临时抱佛脚”英语怎么说？,万圣节到了，这是克莱尔最喜欢的节日。她弄了个鬼屋主题，一整天她都在准备晚上表演节目的道具和布景。
校外培训机构监管升级 10月全国专项督查,《意见》对校外培训的内容、时间、班次、进度、形式、宣传、收费等都提出了明确要求。
职场着装指南：这样的风格和颜色最适合你,什么样式的着装更适合你的工作领域和身份？挑选哪些颜色更适合你？一起来看看专家怎么说。
Like a ton of bricks? 压倒性的重量,如果某人突然hit by a ton of bricks，这可能意味着被一种强烈的情感或思绪所包围，心头就像压了砖头一般沉重。
《权游》等热门影视剧引发取景地旅游潮,卖座电影和热播剧就像是旅游业的吸金石，国外有《权力的游戏》，国内有《三生三世十里桃花》，这波在全球越刮越猛的取景地旅游潮让各地的旅游局乐开了花。
牛津热词：身份调味品,桑迪∙辛斯顿为蛋黄酱写了一首挽歌，名为“千禧一代如何杀死了蛋黄酱”。辛斯顿在她的文章中说，年轻人不愿将这种调味品作为婴儿潮一代的“无聊白色食物”。
每日新闻播报（August 23）,今日播报内容：美国兴起'共享保姆'服务；卡塔尔王室售豪华专机；全亚裔电影成票房黑马；南大用大数据分配宿舍
10个犯糊涂的英语表达，看完更晕啦！,人生总是充满了疑问啊！听不懂上课内容，看不懂电影情节，这都是犯糊涂的表现。今天就来讲讲除了“confused”，还可以怎么说“迷惑”。
揭秘：这些欧洲景点为什么会受到中国游客热捧？,中国人最爱去的一些欧洲景点恐怕会令很多老外大吃一惊：明明没什么特别的啊？这些景点为什么会独受中国人的青睐呢？
向12年时光告别《生活大爆炸》明年将剧终,风靡全球的热门美剧《生活大爆炸》将迎来第十二季，也是这部长寿美剧的最后一季。自2007年播出以来，该剧屡获大奖，在全球范围内圈粉无数。
牛津热词：唤醒洗白,过去的一周有两位作者分别对两个不同的事件进行评论，它们都被称为woke-washing事件。
英国一家炸鱼薯条店推出中文菜单后被中国游客带火了,英国一家普通的炸鱼薯条店，居然生意突然火爆了起来，而捧火这家店的，是千里之外过来旅游的中国游客们！
滴滴被约谈 顺风车业务全国下线,短短三个月时间发生两起侵害乘客生命安全的恶性事件，暴露出滴滴出行平台存在的重大经营管理漏洞和安全隐患。
每日新闻播报（August 27）,每日新闻播报：影视剧取景地掀旅游潮；美国参议员麦凯恩去世；亚裔在美收入差距最大；月球两级表面存在水冰
“笑点”用英语怎么说？,funny bone指的是(肘上)尺骨端，不小心戳到的话，会有酥麻的感觉。引申为人的笑点，也形容某人的幽默感。
汉语超德语成“英国高考”热门科目,素有“英国高考”之称的A-level考试8月16日正式放榜。今年报考外语科目的A-level考生中选考汉语的人数首次超过德语。
每日新闻播报（August 20）,今日播报内容：“黑寡妇”成收入最高女星；大数据成热门增设专业；联合国前秘书长安南去世；我国试管婴儿发展30年，无主胚胎去留困扰医院
牛津热词：美颜畸形,波士顿的医学研究人员最近发表了一篇文章，警示人们一种称之为Snapchat畸形的情况。更多女性要求通过整容手术让自己看起来像APP中被美颜后的照片。
中共中央、国务院发布关于打赢脱贫攻坚战三年行动指导意见,到2020年，巩固脱贫成果，通过发展生产脱贫一批，易地搬迁脱贫一批，生态补偿脱贫一批，发展教育脱贫一批，社会保障兜底一批。
研究：“妈宝男”和“爸宝女”心理更健康,对于“妈宝男”和“爸宝女”，网上有颇多争议，有人认为他们不够独立，或者父母过于溺爱。但一项最新研究显示，“妈宝男”和“爸宝女”心理更健康。
《延禧攻略》魏姐发盒饭稳准狠，这些国外宫斗戏也超精彩！,如今《延禧攻略》还在缓慢更新中，如果觉得清宫戏看不过瘾，不如放眼看看外面的世界，围观一下国外的宫斗戏。
一周热词榜（8.11-17）,一周新闻热词榜，一网打尽trending news。嫦娥四号、生育基金、七夕节订房主力、抵制天价片酬、滴滴外挂……详情请看本期热词。
每日新闻播报（August 17）,今日播报内容：国人需储蓄182万元养老；全美青少年选择奖揭晓，王嘉尔获明日之星奖；法公园'雇佣'乌鸦捡垃圾；普京将赴奥女外长婚礼
Tiger mom? 虎妈,虎妈（tiger mom）指的是对子女严格管教的母亲，用高压手段迫使孩子努力学习。
五个英语表达说“这是个秘密”,“帽子hat”、“母亲mum”、“猫cat”和“豆子beans”…在英语中，这些事物都可以用来告诉他人“保守秘密”。
《福布斯》发布收入十强女演员排行榜 斯嘉丽·约翰逊居首,值得注意的是，上榜的几乎都是好莱坞的熟面孔，“神奇女侠”盖尔·加朵是唯一一个初次上榜的，而去年高居榜首的艾玛·斯通则完全掉出了十强榜单。
中央政治局常委会听取问题疫苗案调查问责汇报,要求严肃问责，依法从严处理，坚决守住安全底线，全力保障群众切身利益和社会稳定大局。
老外在中国：来杯冰凉清爽的“蝌蚪啃蜡”如何？,在营销领域，翻译失误可能成为商业圈的笑料，甚至导致生意失败。
“帅炸了，颜值担当”，用英语怎么说呢？,除了用“小鲜肉”夸赞小哥哥，其实你也可以用“颜值担当”来夸赞你周围帅气逼人的小伙伴。
七夕共赏两首中国情诗英译 教你用双语表白,《鹊桥仙》千年以来打动无数人，《致橡树》的伟大爱情为无数人称道。七夕，我们来读情诗。
习近平将主持中非合作论坛北京峰会,中非领导人将齐聚北京，围绕“合作共赢，携手构建更加紧密的中非命运共同体”这一峰会主题，共叙友情，共商合作，共话未来。
英国文化：礼仪（manners）,我希望外国友人能够宽容地与我们相处，因为我们并不擅于理解来自世界各地不同的文化习俗，所以宽容很重要。
这10种被捧上天的护肤品 买了就是浪费钱,现代人用的护肤品种类比以往任何时候都多，这些护肤品是真的不可或缺，还是可有可无？其实很多护肤品都被夸大了功效，花高价买这些鸡肋产品，真是一点也不值。
每日新闻播报（August 22）,今日播报内容：孙杨夺冠领奖服受质疑；'傻瓜手机'销量逆势增长；虹鳟列为三文鱼引热议；美缴获海量假冒奢侈品
最新发现！月球两极附近分布水冰 或为人类访客提供水源,科学家最近终于在月球两极附近发现了水冰的直接证据。有朝一日这些水冰可以为人类提供水源。
亚运会：刘湘破50米仰泳世界纪录 中国队包揽多项目冠亚军,雅加达亚运会女子50米仰泳决赛中，中国选手刘湘以26秒98夺得金牌，同时也打破了该项目此前27秒06的世界纪录。
牛津热词：火龙卷,今天我们要讨论一个颇为引人注目的气象现象，那就是firenado，像是来自暗黑世界的烟尘恶魔。
“奉子成婚”的英语...笑skr人！,那么，问题来了，为什么“奉子成婚”（先上车后补票的结婚）要用shotgun wedding来表示，shotgun不是“猎枪”的意思吗，结个婚为什么还和暴力挂上钩了呢？
这9个常用短语背后的起源故事暗黑得超乎你想象,Paying through the nose的原意真的是“用鼻子抵账”吗？表示开玩笑为什么要用pulling someone’s leg（拉腿）来形容？
每日新闻播报（August 21）,今日播报内容：研究:'妈宝男'心理更健康；研究:中国人盐摄入超标；超七成大学生是'单身狗'；巴勒斯坦人收'迟来'邮件
研究：玩手机对眼睛到底有多大伤害？,最新研究显示，手机和电子产品发出的蓝光对眼睛的伤害是不可逆转的。
都江堰等四项目成功申报世界灌溉工程遗产,中国的都江堰、灵渠、姜席堰和长渠4个项目均被列为世界灌溉工程遗产。
Few and far between 彼此相距很远,短语few and far between意思是寥寥无几的事物之间相距很远。
面临人口危机的10个国家,众所周知，日本的人口危机已经将日本推到了悬崖边缘，然而，世界上面临人口危机的国家何止日本一个，许多国家都因为出生率过低、人口老龄化而面临劳动力不足的困境。
牛津热词：鲨鱼绑架,三个人绑架了一条三英尺长的角鲨，促使很多媒体将这一事件标记为一场sharknapping。
每日新闻播报（August 13）,今日播报内容：外媒:中国人想成为'精芬'；马斯克欲私有化特斯拉；95后平均7个月就离职；英诺奖作家奈保尔去世
化妆不再是女性专利？男性成中国化妆品市场“新宠”,随着市场和观念的变化，化妆品不再是女性的专用品，男性抹一点腮红也开始被人接受，由此催生出了一个新兴的男性化妆品市场。
滴滴司机用“外挂”增加车费,据报道，司机可以利用“外挂”插件改变滴滴出行软件上显示的车辆导航和行程路线。
五个英语表达礼貌地说“我不同意”,英语中除了“I disagree”这种直白的表述以外，还有其它可以表示“我不同意”的委婉说法。来学习用五个英语表达礼貌地说“我不同意”。
当心！这些日常习惯可能会让你早衰！,岁月如飞刀，刀刀催人老。想要和地心引力相抗衡，但又打不起肉毒杆菌，怎么办呢？其实，你只要避开一些让人早衰的生活习惯，你还是可以显得比同龄人年轻的。
“two-faced”可不是咱们常说的“二皮脸”~,大家都知道咱们常说的“二皮脸”的意思是“脸皮厚”，我发现英语中有一个表达字面意思与“二皮脸”很像：two-faced。
师范生“免费教育”升级为新时代“公费教育”,从选拔录取、履约任教、激励措施、条件保障等方面，对师范生公费教育政策予以改进和完善。
最近，这部全亚裔班底的影片登上了美国票房榜首,继《巨齿鲨》之后，华纳兄弟公司旗下新片《疯狂的亚洲富人》赢得最新一期北美票房排行榜冠军。
Black lies? 黑色的谎言,Black lies（黑色的谎言）指的是为了伤害他人而说的恶意谎言。
在互定终身前 一定要搞清楚这7件事,茫茫人海中遇到一个自己真心喜欢的人很难得，坠入爱河的你开始幻想和对方步入婚姻殿堂，但是那个人真的适合做你的终身伴侣吗？七夕节被求爱的你，在答应对方之前，有几件事是你必须弄清楚的。
每日新闻播报（August 16）,今日播报内容：真人秀钱途超牛津剑桥?维也纳获评最宜居城市；希腊'看猫人'职位遭疯抢；韩国缩短法定工作时间，低收入群体生活陷窘境
充分发挥粤港澳综合优势 建设一流湾区,推进大湾区建设，必须在“一国两制”框架内严格依照宪法和基本法办事，坚守“一国”之本，善用“两制”之利。
中国菜太咸？研究称多数中国人盐摄入量超标,盐被称为百味之首，但世界卫生组织建议，每人每天食盐摄入量不要超过5克，但如果摄入量极低也对身体有害。
为什么“喝汤”在英语中叫eat soup？,汤（soup），在东西方的饮食中都占据着重要一环，但中西方人对汤的理解是不同的。
牛津热词：热室hothouse,上周，科学家团队警告说，由于人类的排放，我们正走在热室地球（Hothouse Earth）的发展轨道上。
神操作！法国主题公园“雇佣”乌鸦捡垃圾,上周末开始，6只“出师”的乌鸦已经开始它们的清洁工生涯。乌鸦捡完垃圾扔进垃圾桶后，就能领取到“报酬”。
每日新闻播报（August 15）,今日播报内容：土耳其现奢侈品抢购潮；乔布斯被曝'塑料父女情'；男性成化妆品市场'新宠'；剑桥大学建'徐志摩花园'
王嘉尔获颁全美青少年选择奖 成首位获奖中国歌手,2018年全美青少年选择奖于近日揭晓，王嘉尔以个人名义摘得“明日之星”奖，成为首位在全美青少年选择奖上获奖的中国人。
中方回应美国签署“2019财年国防授权法案”,中方对美方不顾中方坚决反对执意通过并签署“2019财年国防授权法案”表示强烈不满，敦促美方摒弃冷战思维和零和博弈理念，正确客观看待中国和中美关系。
Spread like wildfire？“流言蜚语”这么说！,spread作动词表示“传播，散布”。所以说，这个习语的意思就是（疾病或消息）迅速传播开来；（消息）不胫而走。
夹在美中之间的欧盟,自从唐纳德·特朗普当选美国总统以来，专家们一直在猜测，这是否会导致中国与欧盟的关系更加密切。
韩国缩短法定工作时间 穷人却活得更辛苦,韩国人素来有“加班文化”，为了提高生育率和生产效率，韩国上月初颁布新法案，将法定最长工作时间从68小时缩短至52小时。结果，公务员们倒是开心和轻松了，体力劳动者和临时工们却叫苦连天。
2022年杭州亚运会会徽“潮涌”正式发布,“潮涌”的主体图形由扇面、钱塘江、钱江潮头、赛道、互联网符号及象征亚奥理事会的太阳图形六个元素组成。
为什么我们会打哈欠？打哈欠又为什么会传染？,聚会的一群人中只要有一个人打了哈欠，其他的人也会接二连三地开始打哈欠，甚至你家的宠物狗狗也会被你的哈欠传染。
分手别再写“你喜欢大海，我爱过你”了，太俗……,今天就为大家倾情奉献分手信写作机经：名家范文，提分词句，实用技巧，打包拿走不谢！
一周热词榜（8.4-10）,一周新闻热词榜，一网打尽trending news。狂犬疫苗续补方案、慈善信息公开办法、亚运会会徽、非法代写服务、精芬……详情请看本期热词。
每日新闻播报（August 10）,今日播报内容：麦当劳推巨无霸纪念币；北极圈遭32度热浪袭击；窃贼盗走瑞典皇室王冠；法国立法打击街头性骚扰
《延禧攻略》：10句扎心台词之中译英,下面我从这部剧集里选出了10句经典台词，配上了我自己的原创英文翻译，有些为了行为的流畅性，选择了意译，供大家赏玩。
每日新闻播报（August 14）,今日播报内容：朱莉皮特因抚养费开撕；奥斯卡设'最佳流行影片'；非洲兴起皮肤美白风潮；美发射首个太阳探测器
揭秘：世界上最臭的东西是什么？,臭鸡蛋、呕吐物、尸体……臭不可闻的东西比比皆是，那么最臭的东西是什么呢？
牛津热词：弓形虫病,一项研究提出企业家行为和猫屎中发现的一种寄生虫之间存在某种联系。
让老外不知所云的“中式英语”,留学生初到国外，总是或多或少会把“Chinglish”带出国门。那些不地道的破烂英语差点没让老外们崩溃。
每日新闻播报（August 7）,今日播报内容：拉登母亲首次接受采访，称儿子在大学被人'洗脑'；研究:越老越难认识错误；东京医科大曝招生丑闻，篡改成绩限制女生录取
中美贸易的十个真相,现在的当务之急是让两国人民，尤其是美国人民了解中美贸易的真相。
吃桃、摸秋……立秋习俗知多少,还在抱怨暑热难耐，立秋却悄然而至。中国人喜欢把握自然、应时而动，在立秋这天要吃什么、做什么，你都知道吗？
北京双胞胎姐妹不幸溺亡 如何及时发现溺水？又该如何预防和施救？,夏季是溺水事故的高发季节，在此我们准备了一些溺水预防及救护常识，希望大家提高安全意识，避免悲剧重演。
Paving the way 铺路,为他人铺路的人（someone who paves the road for someone else）承担了艰辛，让后来人享受舒适便利。
国家知识产权局印发《“互联网+”知识产权保护工作方案》,我国计划到2020年，基本建成知识产权侵权假冒线索在线识别、实时监测、源头追溯的技术支撑体系。
关于太空的10个惊人事实,关于太空我们有太多美好的想象，事实上太空就和电影里一样让人大开眼界。你知道火星的日落是蓝色的吗？你知道金星的一年比一天短吗？
每日新闻播报（August 6）,今日播报内容：日本'狂言师'执导奥运仪式；纹身式电子皮肤问世；出生顺序影响职业道路；老年微信用户日渐活跃
北极圈难逃热浪袭击  北极熊或将灭绝？,极地高温带来的直接影响是，北冰洋海冰大面积融化。众多北极熊无冰可依，一些北极熊不得不上岸来到人类居住区觅食。
伸个懒腰，来“偷懒”说英语吧！,虽然今天还不是周末，依然是workday，可能各位朋友还会有Monday blue，但是没关系，忙里偷闲，每天学一个趣味英语，陪你度过这些美好时光！
美国“印太战略”能走多远？,上月，美国防长马蒂斯在香格里拉对话会上以美国政府的名义全面阐述了美国“印太战略”。
追完网剧《镇魂》，被这首英文歌洗脑了！超燃超好听,因为《镇魂》走红的除了两位主演，还有剧中的几首主题曲。“We Won't be Falling”镇魂女孩听过了吗？
中国科学家研制出纹身式电子皮肤 可监测健康状况,我国科学家研制了一种石墨烯纹身式电子皮肤，可用作穿戴设备来监测健康状况。
东京医科大学为了不录取女生篡改成绩：她们迟早会放弃从医,东京医科大学过去七年来居然一直在篡改女考生的入学成绩，故意令其落选，以限制录取的女生人数。这样赤裸裸的歧视原因何在？
害怕社交、隐藏情绪、怕被拒绝？14道题测测你是不是D型人格,你有D型人格特征吗？有测试表明，拥有这种鲜为人知的性格的人非常善于隐藏情感，甚至他们自己都没有意识到自己很孤单、很焦虑。
老外在中国：热闹不是我的菜,在中国，“热闹”是一件好事，是一种值得寻觅的东西。但“凉爽和安静”才是我的菜。
一周热词榜（7.28-8.3）,一周新闻热词榜，一网打尽trending news。CHINADAILY手机报新一期热词榜发榜啦！
全国首个餐饮业“厕所革命”导则在京发布,导则规定，餐厅卫生间用餐高峰时宜每15分钟检查一次；龙头、扶手、烘手器、洗手池、通风口等处的消毒应每日不少于4次；坐便器宜提供一次性坐垫。
这家日本虾厂员工来去自由，工作效率却大大提高,你会不会觉得这简直是天方夜谭。这工厂还能开得下去吗？恰恰相反，不仅员工的工作效率提高了，还大幅节约了管理成本。
牛津热词：贫困色情,贫穷色情是指无论是书写的、照片的或影片的任何一种媒体形式，为了售出报纸、增加慈善捐赠或支持某个特定原因而利用穷人的现状。
每日新闻播报（August 3）,今日播报内容: 许家印冠福布斯慈善榜；日企推AI摄像头识小偷；美使馆搬家拍卖'二手货'；日企出租腋窝广告位
五种英语表达说“焦虑”,英语中也有很多地道的表达，同样可以形容人“内心紧张”。学习五种表示“焦躁不安”的说法。
Striking out 完全失败,如果说一个人strike out，意思是这个人完全失败了（failed completely）。
吃货的噩耗！气候变化正令10种食物变得濒危,拜气候变化所赐，我们不但要适应更炎热的天气，而且能吃到的美食也更少了。你最爱的一些美食可能在30年后就吃不到了，来看看哪些食物会因为气候变化而“濒危”？
北京胡同游服务规范发布,根据意见稿，提供胡同游的旅行社应带游客去具有传统文化、风俗人情、历史风貌的胡同。
厉害了人工智能！看眼睛就能判断性格,日前一个跨国研究团队发现，人工智能可以通过眼球运动判断人的性格，这意味着机器人看透人心的那一天不远了。
拼多多因“假货泛滥”被调查,拼多多联合创始人达达回应：假货是人性问题。还表示：“一边倒地压到拼多多身上，我们觉得对三岁的拼多多是非常不公平的。”
每日新闻播报（August 1）,今日播报内容：国内航空公司推'占座票'；日本男用阳伞销量骤增；英最高法作历史性裁决，放弃医护植物人合法化；
美驻英使馆搬家 拍卖1200卷厕纸,美国驻英国大使馆迁往新址后在线拍卖一批多余物品，其中既有卫生纸这样的日常用品，也有二手汽车之类“大件”。
牛津热词：梅加拉亚时代,地质学家在地质年表中把过去的4200年划分为Meghalayan Age，特点是“突发的和极端的大干旱和变冷”令从埃及和希腊到印度河与长江流域的农业文明崩溃。
“土味情话”是什么梗？英语怎么说？,下面给大家罗列10句老外眼中的“土味情话”，跟中国的土味情话PK一下，看看谁更“土”。
考研英语需掌握的7类逻辑关系词,句子结构在英语知识运用中主要体现在句子间的逻辑关系上，考生需要熟知各种常见的逻辑关系词。
BBC推荐：八月最值得一看的三部电影,暑期档的后半场，你将看到杨紫琼和米拉·库尼斯的最新喜剧片，还有老戏骨格伦·克洛斯主演的电影。
每日新闻播报（July 31）,今日播报内容：特朗普星碎片公开拍卖；'世界最美女孩'走红网络；窃贼唤醒主人只为蹭网；韩高温致鸡蛋孵出小鸡
上海市发布垃圾分类行动计划,到2020年底，上海将基本实现单位生活垃圾强制分类全覆盖，居民区普遍推行生活垃圾分类制度，生活垃圾分类质量明显提升。
研究：对男性来说，成绩比不上父母痛苦堪比离婚,父母可能没有想到，自己的学业成绩也可能导致孩子承担心理的压力和痛苦。这种影响在男性身上体现得较为明显。
Fly on the wall 墙上的苍蝇？,如果某人被称为fly on the wall（墙壁上的苍蝇），就是说他/她是个安静的观察者而不是积极的参与者。
五种英语表达说“好主意”,你会用英语感叹别人的奇思妙想吗？一起来学习五种地道表达来形容别人“主意妙”。
世界上最浪漫的20个地方 一定要带老婆去！（组图）,不论是表白、求婚、周年庆还是蜜月旅行，风景优美的浪漫之地永远是恋人们的首选。和最爱的人一起携手看过最美的风景，才算是不枉此生。
7月新闻热词汇总,7月热词有：金砖国家领导人第十次会晤、疫苗事件、普吉岛游船倾覆、美国贸易霸凌主义、虚拟电信网络服务经营牌照等。
每日新闻播报（July 26）,今日播报内容：马斯克欲开挖高速隧道；北京土著为爱犬建豪宅；伊万卡关闭其时尚品牌；印度政府取消卫生巾税
每日新闻播报（August 2）,"今日播报内容：英外交部长访华现口误
，把中国妻子说成日本人；研究:男性学业差会痛苦；脸书删除'带节奏'假账号；'登月第一人'藏品将拍卖"
你在家中是老大还是老幺？这对职业道路有影响,一项最新研究显示，子女在家中的出生顺序对他们今后的职业道路有重要影响。
每日新闻播报（July 30）,今日播报内容：英国酷热导致风扇脱销；机器人'快递员'在华上岗；瑞典用净化污水酿啤酒；常用手机导致记忆减退
如何保存和清洗胸罩？看看最常犯的三个错误,买好的胸罩固然重要，但是，也需要正确的保存和清洗方法，才能让胸罩更舒服、耐穿。
高血压药查出致癌物，你的降压药中招了吗？,中国某药业公司生产的缬沙坦原料药被检测出含有一种名为NDMA的致癌物杂质，这让每天吃降压药的“老高”们产生了顾虑。
牛津热词：瓦列图多星,卡耐基科学研究所的天文学家们日前宣布，他们发现了围绕木星运行的12颗新卫星。其中一颗被认为是古怪卫星（oddball）。
发糖时间到：“姐弟恋”用英语怎么说？,所以你看每段感情都有存在且让人开心的理由。“姐弟恋”or“老少配”那又怎样，自己开心最重要！
还有这种美事？只要起床就能赚钱的APP,起床就能赚钱？不是在说梦话吧？新应用Miles让你美梦成真。不管你是走路、打车、坐公交还是乘飞机，都可以获得积分并可以换取礼品卡和折扣券，是不是很诱人？
吃饭看剧！有了这些美食番，妈妈再也不怕我挑食啦,俗话说得好，“民以食为天”，今天我们就为大家推荐几部良心制作的美食番。
一周热词榜（7.21-27）,一周新闻热词榜，一网打尽trending news。CHINADAILY手机报新一期热词榜发榜啦！
每日新闻播报（July 27）,今日播报内容：白宫停发总统通话简报；火星首次发现液态水湖；防晒喷雾机10秒喷全身；大英博物馆天猫开网店
牛津热词：双重否定,经过一天的谴责后，特朗普撤回了他的评论，并将带来“叛徒”称谓的声明说是双重否定。
英语卡住？这几个金句教你沉着应对！,很多时候，我们与人交流的时候，话到嘴边，却突然卡住；别沮丧，即便是native speaker都会出现这种情况。
遭遇超强热浪要热化了！跑遍英国，却买不到风扇？,超强热浪袭击欧洲，英国也迎来了罕见的酷暑。对经常见不到太阳的英国人来说，真的是分分钟就要热疯掉，而且更要命的是，风扇都卖光光了！
2019年全国统一的城乡居民医保制度全面启动实施,国家医保局表示，2019年全国范围内统一的城乡居民医保制度将全面启动实施。
自动防晒喷雾机10秒喷完全身，再也不怕晒黑了！,美国一家公司发明了一台名为SnappyScreen的喷雾设备，用户可以在触摸屏上选择防晒指数和身高。短短10秒钟防晒霜就喷好。
《摩登家庭》S01E24：“纠结”用英语怎么说？,这一大家子人要拍全家福咯，结果每个人“满身泥浆”，却又是满脸笑容，这是为什么呢？
每日新闻播报（July 25）,今日播报内容：普京送的球在美被安检；浙江蛇村年售300万条蛇；发语音信息成职场禁忌；研究:幼儿更善于做决定
大英博物馆天猫开店 这是要跟@故宫淘宝抢生意？,故宫淘宝的人气有多高，大家都知道。最近，天猫上来了一个要跟故宫“抢生意”的竞争对手。
鱼和熊掌不可兼得 伊万卡时尚品牌关闭,在担任白宫高级顾问一年多后，美国第一千金伊万卡终于宣布解散服装公司，告别时尚产业。
外媒：微信发语音是职场身份的象征,在中国职场，用微信发送语音信息会令人生厌，通常只有上级发给下级的语音信息才会被容忍。
每日新闻播报（July 24）,今日播报内容：新西兰试点四天工作制；大牌球星中文名遭抢注；雪铁龙发明防晕车眼镜；40万人向虚假期刊投稿
特朗普大搞单边主义“底气”何来,近期，以不按牌理出牌、特立独行的美国总统特朗普再次发飙，掀起了一阵新的单边主义狂潮，举世为之侧目。
伦敦街头的浪漫，让全世界都震惊了！,我觉得这个盒子虽然是营销手段，但至少赋予了我们一个非常重要的价值观：不能给人生留下遗憾。
印度取消卫生巾税，这还要感谢宝莱坞“护垫侠”,免税举措将帮助更多女性安然度过特殊日子，走进学校和职场。
去门口取快递，来的是一匹“真机小黄马”！,下次再接到取货消息时，给你送货的可能不再是那个熟悉的快递员，而是一匹“真机小黄马”。
15家企业获得虚拟运营商正式牌照,工业和信息化部官网发布了《工业和信息化部向15家企业颁发移动通信转售业务经营许可》的通知，这意味着试点近五年的虚拟运营运营商终于获得正式牌照。
“世界上最美丽的女孩”是她！尼日利亚5岁小美女引爆社交网络,最近，一位摄影师在Ins账户中分享了一位尼日利亚5岁小美女的照片，引来网友一片赞叹，称小女孩“美得令人倾倒”。
世界大变革中的中美关系,世界正在经历百年未有之大变革，这已成为全球的共识。然而，不同的国家、不同的学派有着不同的认知和解读。
On a loop? 循环往复,Doing something on a loop就是循环往复地做一件事。
吴亦凡又带火一个新词：skr，不知道你就out了！,说了这么多，这个skr到底什么意思？今天就带大家解密这个当前最潮的词。
日本公司赚钱有奇招 出租腋窝当广告位,年轻貌美的女模特会把广告贴在自己的腋窝上，然后想方设法地让大家看到腋窝上的广告。这种神奇操作，你怎么看？
解读符文 Reading the runes?,Reading the runes就好像算命，通过种种迹象解读结果。
五种英语表达说“我忘了”,一起来看几个和“记忆”有关的搭配，并学习用五种地道的英语表达说“我忘了”。
温网VS世界杯的时尚大对决 谁能胜出？,今夏最盛大的两场体育赛事上周末落下帷幕，最终结果都已经揭晓，但若是比拼时尚，又该是哪家胜出呢？
每日新闻播报 (July 19),今日播报内容：最烧钱影片惨遭滑铁卢；搬家小哥上演'人在囧途'；岩浆溅落游船致23人伤；逾10亿人面临酷热风险
“C罗”马桶、“梅西”果汁 这些大牌球星的中文姓名商标都被抢注了,下班路上想着什么时候给爱车换上“内马尔”轮胎。回到家用“苏亚雷斯”锅闷的饭已经好了，美美地吃上一顿，换上“博格巴”睡衣睡大觉。
牛津热词：牛油果哥斯拉,牛油果又来了，带着它的复仇：Avozilla，这是一个南非品种，比我们较为熟悉的墨西哥品种哈斯大五倍。
各类服装款式英文图解，时尚圈都这么说~,想要描述一个人的穿着，只用coat、dress这样的词未免有点太苍白，来学习一下时尚圈的人们都是怎么说的。
北京冬奥会新增7个小项 女性参赛比例增加,国际奥委会18日宣布，2022年北京冬奥会新增7个比赛小项，届时总共将产生109枚金牌。
法式薯条、法式热吻…这些“法国货”根本不是法国产的,法式薯条并非法国首创，法式接吻不是法国人发明的，法式发辫也和法国没有关系……来看看下面这8种贴错标签的伪“法国货”。
We hear crickets? 什么也没听到,短语 hear crickets （听到蟋蟀）意思就是hear nothing（什么也没听到）。
你的脚透露你的个性 为你揭开“足尖密码”,你大概不知道，你的脚还隐含着你的个性密码，除了形状、大小和脚趾排列，还有种种细节把你的个性展露无遗。
牛津热词：#Merky,说唱歌手Stormzy携手企鹅成立了自己的出版机构#Merky Books。
每日新闻播报（July 23）,今日播报内容：英前外相'再就业'或违规；沙特飞行学院首招女生；瑞典开通首条充电公路；120中企入围世界500强
雅思写作36个重点句型汇总,英语写作中常用的句型总结，无论四六级，还是雅思考试，都能用得到。
李克强就疫苗事件作出批示：必须给全国人民一个明明白白的交代,此次疫苗事件突破人的道德底线，必须给全国人民一个明明白白的交代。
职场英语口语：Secretary都是秘书吗？,最后我们来说说，办公室的秘书还可以怎么说呢？有一种不太常用的叫法，叫做girl Friday，它大概是从man Friday演化而来的。
东京奥运会和残奥会吉祥物名称揭晓,东京奥组委22日正式公布奥运会和残奥会吉祥物的名称，分别为“Miraitowa”和“Someity”。
晕车的人看过来 这款液体眼镜为你而生,法国汽车制造商雪铁龙近日研发出了防晕车眼镜Seetroën，只要佩戴10分钟，晕车症状就会消失。
